txn_id,account_id,merchant_name,amount_cents,currency,txn_time,category,status,created_at,updated_at
17,646,Starbucks,41072,USD,2024-11-21T05:02:45,grocery,posted,2024-11-21T05:02:45,2024-11-21T06:28:45
18,646,Airbnb,26757,USD,2025-01-20T04:49:04,retail,reversed,2025-01-20T04:49:04,2025-01-20T12:25:04
19,646,Google,28182,USD,2025-06-22T10:34:04,rideshare,pending,2025-06-22T10:34:04,2025-06-23T02:58:04
20,646,Apple,95003,USD,2024-09-14T11:53:22,rideshare,posted,2024-09-14T11:53:22,2024-09-14T18:10:22
21,646,Amazon,45555,USD,2024-01-06T05:22:13,grocery,posted,2024-01-06T05:22:13,2024-01-06T06:23:13
22,646,Starbucks,13098,USD,2025-03-06T20:12:03,streaming,posted,2025-03-06T20:12:03,2025-03-07T02:50:03
23,646,Airbnb,74767,USD,2025-05-05T08:55:46,fuel,pending,2025-05-05T08:55:46,2025-05-05T09:55:46
24,646,Uber,23929,USD,2024-06-03T15:55:09,coffee,pending,2024-06-03T15:55:09,2024-06-04T00:51:09
25,646,Costco,42540,USD,2024-05-15T08:53:56,rideshare,pending,2024-05-15T08:53:56,2024-05-15T15:34:56
26,646,Costco,21078,USD,2024-01-17T16:38:25,streaming,pending,2024-01-17T16:38:25,2024-01-17T17:20:25
27,646,Apple,15988,USD,2025-06-10T04:37:39,grocery,posted,2025-06-10T04:37:39,2025-06-10T11:47:39
28,646,Target,57795,USD,2024-08-24T22:57:40,fuel,posted,2024-08-24T22:57:40,2024-08-25T21:30:40
29,646,McDonalds,67065,USD,2024-05-13T02:22:41,food,reversed,2024-05-13T02:22:41,2024-05-13T04:35:41
30,646,Airbnb,16931,USD,2024-04-02T00:52:32,coffee,pending,2024-04-02T00:52:32,2024-04-02T07:24:32
31,816,Lyft,89010,USD,2024-10-20T18:04:32,fuel,reversed,2024-10-20T18:04:32,2024-10-21T08:43:32
32,816,Airbnb,30053,USD,2025-05-09T02:33:50,retail,reversed,2025-05-09T02:33:50,2025-05-09T22:35:50
33,816,Uber,68184,USD,2024-05-26T21:07:11,coffee,posted,2024-05-26T21:07:11,2024-05-27T05:33:11
34,816,McDonalds,80504,USD,2024-02-11T08:49:09,streaming,pending,2024-02-11T08:49:09,2024-02-12T02:09:09
35,816,Target,62092,USD,2025-03-29T16:04:54,grocery,posted,2025-03-29T16:04:54,2025-03-30T14:42:54
36,816,Starbucks,6503,USD,2025-04-22T14:18:51,food,reversed,2025-04-22T14:18:51,2025-04-23T07:40:51
37,816,Netflix,63350,USD,2024-10-17T16:49:32,travel,pending,2024-10-17T16:49:32,2024-10-18T03:48:32
38,816,Home Depot,66875,USD,2024-10-17T09:36:16,travel,reversed,2024-10-17T09:36:16,2024-10-18T02:29:16
39,816,Shell,33171,USD,2025-01-02T23:29:31,food,reversed,2025-01-02T23:29:31,2025-01-03T19:24:31
40,816,Target,2797,USD,2025-05-19T15:58:49,rideshare,pending,2025-05-19T15:58:49,2025-05-20T07:23:49
41,816,Target,49891,USD,2024-07-01T01:14:43,streaming,posted,2024-07-01T01:14:43,2024-07-01T14:06:43
42,816,Airbnb,18605,USD,2025-03-19T19:06:57,fuel,posted,2025-03-19T19:06:57,2025-03-20T13:53:57
43,816,McDonalds,15606,USD,2024-03-06T20:01:14,grocery,posted,2024-03-06T20:01:14,2024-03-07T11:11:14
44,816,Target,44081,USD,2025-02-06T23:31:09,retail,posted,2025-02-06T23:31:09,2025-02-07T17:00:09
45,816,Apple,42089,USD,2025-04-27T10:37:28,travel,posted,2025-04-27T10:37:28,2025-04-28T01:22:28
46,816,McDonalds,46170,USD,2024-11-13T15:25:56,travel,posted,2024-11-13T15:25:56,2024-11-14T00:44:56
47,816,Starbucks,1239,USD,2024-10-23T23:54:38,travel,pending,2024-10-23T23:54:38,2024-10-24T08:57:38
48,816,Lyft,7946,USD,2025-05-16T06:17:11,grocery,posted,2025-05-16T06:17:11,2025-05-16T23:24:11
49,816,Exxon,69650,USD,2025-02-02T07:07:00,grocery,posted,2025-02-02T07:07:00,2025-02-02T14:53:00
50,816,Walmart,13543,USD,2024-03-17T10:28:43,fuel,pending,2024-03-17T10:28:43,2024-03-18T05:06:43
51,816,Target,41746,USD,2024-06-04T13:59:08,fuel,posted,2024-06-04T13:59:08,2024-06-05T00:18:08
52,816,Target,33974,USD,2025-06-14T22:05:47,coffee,reversed,2025-06-14T22:05:47,2025-06-15T16:37:47
53,816,McDonalds,-882,USD,2024-07-21T19:55:03,streaming,posted,2024-07-21T19:55:03,2024-07-22T07:44:03
54,816,Costco,51183,USD,2024-11-09T15:35:06,retail,posted,2024-11-09T15:35:06,2024-11-10T13:54:06
55,816,Starbucks,97766,USD,2025-02-02T04:25:55,food,pending,2025-02-02T04:25:55,2025-02-02T12:09:55
56,816,Target,60185,USD,2024-06-12T00:21:14,travel,reversed,2024-06-12T00:21:14,2024-06-12T16:05:14
57,816,Lyft,9255,USD,2024-09-21T14:21:16,rideshare,posted,2024-09-21T14:21:16,2024-09-22T14:10:16
58,816,Google,25470,USD,2024-11-20T10:15:58,travel,reversed,2024-11-20T10:15:58,2024-11-20T11:16:58
59,816,Shell,16212,USD,2024-10-18T00:55:02,coffee,posted,2024-10-18T00:55:02,2024-10-18T01:14:02
60,816,Costco,84356,USD,2025-01-23T04:57:04,fuel,posted,2025-01-23T04:57:04,2025-01-23T12:38:04
61,816,Exxon,53799,USD,2024-11-21T13:28:20,food,reversed,2024-11-21T13:28:20,2024-11-22T07:49:20
62,816,Shell,40739,USD,2024-08-20T17:38:32,retail,reversed,2024-08-20T17:38:32,2024-08-20T18:43:32
63,816,Lyft,18144,USD,2024-04-18T01:39:34,food,posted,2024-04-18T01:39:34,2024-04-18T08:37:34
64,816,Netflix,6350,USD,2024-10-30T09:59:08,food,pending,2024-10-30T09:59:08,2024-10-31T02:11:08
65,816,Shell,41101,USD,2024-03-25T09:09:56,travel,reversed,2024-03-25T09:09:56,2024-03-25T19:32:56
66,816,Walmart,20468,USD,2024-03-13T10:08:51,coffee,pending,2024-03-13T10:08:51,2024-03-14T09:39:51
67,816,Amazon,62043,USD,2025-04-13T15:31:06,coffee,pending,2025-04-13T15:31:06,2025-04-13T17:53:06
68,816,Target,35200,USD,2024-10-26T17:35:15,rideshare,posted,2024-10-26T17:35:15,2024-10-27T16:05:15
69,816,Google,7172,USD,2025-02-11T07:26:39,retail,posted,2025-02-11T07:26:39,2025-02-12T01:07:39
70,791,Costco,40830,USD,2024-05-13T11:03:48,food,posted,2024-05-13T11:03:48,2024-05-13T16:24:48
71,791,Netflix,14926,USD,2024-03-27T00:25:00,food,posted,2024-03-27T00:25:00,2024-03-27T02:45:00
72,791,Starbucks,25063,USD,2024-10-29T03:21:11,rideshare,posted,2024-10-29T03:21:11,2024-10-29T18:06:11
73,791,Starbucks,60230,USD,2025-05-31T08:37:59,streaming,reversed,2025-05-31T08:37:59,2025-05-31T15:32:59
74,791,Exxon,91948,USD,2025-01-25T06:48:47,travel,posted,2025-01-25T06:48:47,2025-01-25T13:41:47
75,725,Walmart,56422,USD,2024-04-20T19:58:17,food,reversed,2024-04-20T19:58:17,2024-04-21T04:23:17
76,725,Airbnb,41108,USD,2025-02-12T10:40:32,travel,posted,2025-02-12T10:40:32,2025-02-13T02:27:32
77,725,Home Depot,3122,USD,2025-03-23T11:53:34,grocery,posted,2025-03-23T11:53:34,2025-03-24T09:56:34
78,725,Home Depot,43453,USD,2024-12-20T10:10:19,streaming,posted,2024-12-20T10:10:19,2024-12-21T07:05:19
79,725,Target,52401,USD,2024-05-16T00:35:26,coffee,reversed,2024-05-16T00:35:26,2024-05-16T15:19:26
80,317,Starbucks,84386,USD,2024-10-25T18:40:30,grocery,posted,2024-10-25T18:40:30,2024-10-26T18:30:30
81,317,Airbnb,29417,USD,2024-02-03T21:57:52,coffee,posted,2024-02-03T21:57:52,2024-02-04T19:23:52
82,317,Exxon,36258,USD,2025-02-21T16:09:15,grocery,reversed,2025-02-21T16:09:15,2025-02-21T23:33:15
83,317,McDonalds,51907,USD,2025-01-18T07:16:30,grocery,posted,2025-01-18T07:16:30,2025-01-18T09:52:30
84,317,McDonalds,64112,USD,2024-03-22T17:31:40,fuel,posted,2024-03-22T17:31:40,2024-03-23T08:54:40
85,317,Target,31130,USD,2024-05-08T00:49:25,retail,posted,2024-05-08T00:49:25,2024-05-08T01:43:25
86,317,Home Depot,81737,USD,2024-02-26T20:27:46,travel,posted,2024-02-26T20:27:46,2024-02-27T08:10:46
87,317,Apple,23480,USD,2024-11-06T04:16:16,retail,pending,2024-11-06T04:16:16,2024-11-06T12:49:16
88,317,Airbnb,90943,USD,2024-03-30T01:50:26,coffee,posted,2024-03-30T01:50:26,2024-03-31T00:42:26
89,317,Google,61538,USD,2024-12-26T14:09:51,grocery,pending,2024-12-26T14:09:51,2024-12-27T08:52:51
90,317,Home Depot,29757,USD,2025-05-25T07:47:20,travel,pending,2025-05-25T07:47:20,2025-05-25T23:51:20
91,317,Starbucks,19150,USD,2024-08-04T19:34:54,retail,reversed,2024-08-04T19:34:54,2024-08-04T22:59:54
92,317,Walmart,36554,USD,2024-05-17T15:55:47,food,pending,2024-05-17T15:55:47,2024-05-17T18:33:47
93,317,Amazon,98085,USD,2025-06-05T11:39:24,streaming,pending,2025-06-05T11:39:24,2025-06-06T02:41:24
94,317,Target,21322,USD,2024-10-05T03:13:31,retail,reversed,2024-10-05T03:13:31,2024-10-05T21:23:31
95,317,Home Depot,55941,USD,2024-06-16T21:38:08,retail,reversed,2024-06-16T21:38:08,2024-06-17T15:28:08
96,317,Home Depot,84840,USD,2025-05-12T21:19:59,grocery,posted,2025-05-12T21:19:59,2025-05-13T20:52:59
97,317,Amazon,56194,USD,2024-08-27T11:34:50,retail,pending,2024-08-27T11:34:50,2024-08-28T00:26:50
98,317,Lyft,30728,USD,2024-06-05T16:40:11,rideshare,pending,2024-06-05T16:40:11,2024-06-05T19:47:11
99,317,Amazon,53270,USD,2024-01-13T10:58:41,retail,posted,2024-01-13T10:58:41,2024-01-13T17:31:41
100,317,Walmart,85680,USD,2025-06-12T03:21:51,rideshare,pending,2025-06-12T03:21:51,2025-06-13T02:01:51
101,317,Starbucks,92897,USD,2024-05-10T09:33:49,retail,posted,2024-05-10T09:33:49,2024-05-11T03:02:49
102,317,Lyft,40879,USD,2024-03-24T15:22:19,rideshare,reversed,2024-03-24T15:22:19,2024-03-24T22:26:19
103,317,Apple,49781,USD,2025-02-24T18:04:09,grocery,pending,2025-02-24T18:04:09,2025-02-25T01:21:09
104,317,Lyft,44737,USD,2024-03-23T05:50:43,coffee,pending,2024-03-23T05:50:43,2024-03-23T19:33:43
105,317,Amazon,39450,USD,2025-05-22T23:18:31,food,pending,2025-05-22T23:18:31,2025-05-23T14:57:31
106,317,Exxon,6652,USD,2024-06-19T22:53:25,streaming,reversed,2024-06-19T22:53:25,2024-06-20T20:10:25
107,317,Walmart,3759,USD,2024-10-13T14:17:06,rideshare,posted,2024-10-13T14:17:06,2024-10-14T00:34:06
108,317,Walmart,63480,USD,2025-04-10T03:43:44,coffee,posted,2025-04-10T03:43:44,2025-04-10T06:57:44
109,317,Exxon,40513,USD,2025-04-10T22:20:02,food,reversed,2025-04-10T22:20:02,2025-04-11T22:00:02
110,317,Starbucks,41522,USD,2024-04-13T06:01:17,fuel,reversed,2024-04-13T06:01:17,2024-04-13T22:28:17
111,317,Amazon,41922,USD,2024-02-22T10:32:33,travel,posted,2024-02-22T10:32:33,2024-02-23T03:58:33
112,317,Target,95231,USD,2025-05-12T13:29:58,retail,pending,2025-05-12T13:29:58,2025-05-12T14:12:58
113,317,Airbnb,97475,USD,2025-04-23T17:34:19,grocery,posted,2025-04-23T17:34:19,2025-04-24T01:38:19
114,575,Walmart,79233,USD,2024-07-08T04:01:17,retail,pending,2024-07-08T04:01:17,2024-07-08T16:48:17
115,575,Target,36877,USD,2025-01-22T08:56:07,coffee,posted,2025-01-22T08:56:07,2025-01-22T15:54:07
116,575,Target,2968,USD,2025-05-13T16:28:21,travel,reversed,2025-05-13T16:28:21,2025-05-14T03:41:21
117,575,Lyft,34454,USD,2024-04-14T06:55:06,retail,reversed,2024-04-14T06:55:06,2024-04-14T21:04:06
118,575,McDonalds,35808,USD,2025-05-18T08:27:39,retail,pending,2025-05-18T08:27:39,2025-05-18T19:45:39
119,575,Target,29752,USD,2024-09-23T04:55:14,retail,reversed,2024-09-23T04:55:14,2024-09-23T13:23:14
120,575,Home Depot,89262,USD,2025-06-17T21:07:46,rideshare,reversed,2025-06-17T21:07:46,2025-06-18T10:08:46
121,575,Starbucks,40157,USD,2025-02-09T00:56:28,travel,reversed,2025-02-09T00:56:28,2025-02-09T01:08:28
122,575,Walmart,62440,USD,2024-02-20T04:32:45,rideshare,pending,2024-02-20T04:32:45,2024-02-21T02:11:45
123,575,Starbucks,24767,USD,2024-04-19T22:20:52,grocery,pending,2024-04-19T22:20:52,2024-04-20T18:33:52
124,575,Target,24787,USD,2025-03-02T07:15:05,grocery,posted,2025-03-02T07:15:05,2025-03-02T23:11:05
125,575,Home Depot,19516,USD,2024-08-29T22:05:26,rideshare,pending,2024-08-29T22:05:26,2024-08-30T12:33:26
126,575,Target,77410,USD,2024-05-17T00:59:46,streaming,posted,2024-05-17T00:59:46,2024-05-17T20:39:46
127,575,Target,81309,USD,2024-12-14T04:22:50,streaming,posted,2024-12-14T04:22:50,2024-12-14T07:05:50
128,575,Apple,50198,USD,2024-10-06T07:05:35,coffee,posted,2024-10-06T07:05:35,2024-10-06T22:08:35
129,575,Shell,64229,USD,2024-11-24T07:38:52,food,pending,2024-11-24T07:38:52,2024-11-25T00:05:52
130,575,Apple,97867,USD,2024-01-16T09:18:18,food,pending,2024-01-16T09:18:18,2024-01-16T19:32:18
131,575,Starbucks,68411,USD,2025-04-07T07:01:19,coffee,posted,2025-04-07T07:01:19,2025-04-07T20:00:19
132,575,Google,38088,USD,2024-12-26T03:05:07,streaming,posted,2024-12-26T03:05:07,2024-12-26T22:16:07
133,575,Walmart,61025,USD,2025-04-15T17:07:53,fuel,pending,2025-04-15T17:07:53,2025-04-16T09:08:53
134,575,Airbnb,18280,USD,2024-06-01T00:24:21,rideshare,pending,2024-06-01T00:24:21,2024-06-01T00:50:21
135,575,Home Depot,93730,USD,2025-01-23T21:43:15,fuel,posted,2025-01-23T21:43:15,2025-01-24T11:31:15
136,575,Home Depot,49727,USD,2024-11-18T23:26:58,fuel,posted,2024-11-18T23:26:58,2024-11-19T16:08:58
137,575,Shell,82023,USD,2024-08-27T02:00:34,grocery,posted,2024-08-27T02:00:34,2024-08-27T03:19:34
138,575,Airbnb,48439,USD,2024-04-06T16:25:44,coffee,pending,2024-04-06T16:25:44,2024-04-07T07:18:44
139,575,Airbnb,99091,USD,2024-07-17T06:21:42,fuel,reversed,2024-07-17T06:21:42,2024-07-17T23:01:42
140,575,Lyft,88241,USD,2025-05-08T04:52:49,retail,reversed,2025-05-08T04:52:49,2025-05-08T18:01:49
141,575,Target,94424,USD,2024-11-25T08:41:05,rideshare,posted,2024-11-25T08:41:05,2024-11-25T09:51:05
142,575,Home Depot,80700,USD,2024-10-07T17:15:02,retail,reversed,2024-10-07T17:15:02,2024-10-08T15:58:02
143,575,Uber,17383,USD,2025-05-16T05:53:20,travel,reversed,2025-05-16T05:53:20,2025-05-16T10:54:20
144,575,Shell,30429,USD,2024-07-16T12:16:21,coffee,pending,2024-07-16T12:16:21,2024-07-16T16:15:21
145,575,Home Depot,82462,USD,2024-03-12T16:42:17,food,posted,2024-03-12T16:42:17,2024-03-13T12:42:17
146,661,Airbnb,22749,USD,2025-02-06T18:13:51,food,pending,2025-02-06T18:13:51,2025-02-07T08:47:51
147,661,Uber,88680,USD,2024-07-15T09:51:41,food,reversed,2024-07-15T09:51:41,2024-07-15T20:21:41
148,661,Airbnb,96626,USD,2024-11-15T16:56:51,grocery,pending,2024-11-15T16:56:51,2024-11-16T14:38:51
149,661,McDonalds,99802,USD,2025-03-20T18:15:20,fuel,pending,2025-03-20T18:15:20,2025-03-21T03:25:20
150,661,Apple,96079,USD,2024-06-11T17:50:21,streaming,pending,2024-06-11T17:50:21,2024-06-11T23:34:21
151,661,Walmart,-1794,USD,2025-01-16T22:23:09,grocery,reversed,2025-01-16T22:23:09,2025-01-17T12:38:09
152,661,Exxon,52636,USD,2025-02-11T18:00:02,streaming,reversed,2025-02-11T18:00:02,2025-02-12T08:42:02
153,661,Lyft,21121,USD,2024-05-12T12:51:11,coffee,reversed,2024-05-12T12:51:11,2024-05-12T17:26:11
154,661,Starbucks,61762,USD,2024-06-02T19:22:12,grocery,posted,2024-06-02T19:22:12,2024-06-03T14:43:12
155,661,Target,22331,USD,2024-06-14T02:39:17,retail,reversed,2024-06-14T02:39:17,2024-06-14T08:53:17
156,127,Google,51581,USD,2024-07-20T10:40:12,grocery,reversed,2024-07-20T10:40:12,2024-07-20T16:20:12
157,127,Walmart,36420,USD,2024-03-02T23:45:45,food,pending,2024-03-02T23:45:45,2024-03-03T09:11:45
158,127,Amazon,42846,USD,2024-02-19T21:56:19,rideshare,posted,2024-02-19T21:56:19,2024-02-20T14:29:19
159,127,Walmart,97684,USD,2025-06-06T13:59:11,retail,pending,2025-06-06T13:59:11,2025-06-06T23:03:11
160,127,Shell,85205,USD,2024-01-06T14:42:52,retail,pending,2024-01-06T14:42:52,2024-01-06T21:54:52
161,127,Apple,-1049,USD,2025-02-09T17:01:17,streaming,posted,2025-02-09T17:01:17,2025-02-10T09:10:17
162,127,Apple,77216,USD,2024-09-18T18:41:38,fuel,posted,2024-09-18T18:41:38,2024-09-19T17:57:38
163,127,Costco,39317,USD,2024-09-23T11:25:37,rideshare,posted,2024-09-23T11:25:37,2024-09-24T10:07:37
164,127,Shell,47602,USD,2024-11-05T12:02:39,retail,posted,2024-11-05T12:02:39,2024-11-05T23:18:39
165,127,Google,-1596,USD,2024-03-18T19:26:29,food,reversed,2024-03-18T19:26:29,2024-03-19T00:10:29
166,127,Walmart,76893,USD,2024-01-20T22:43:04,streaming,reversed,2024-01-20T22:43:04,2024-01-21T07:12:04
167,127,Shell,57233,USD,2024-10-13T04:01:51,travel,reversed,2024-10-13T04:01:51,2024-10-13T18:07:51
168,127,Amazon,22633,USD,2025-05-27T19:32:58,fuel,pending,2025-05-27T19:32:58,2025-05-28T17:09:58
169,127,McDonalds,3997,USD,2024-10-06T18:43:09,fuel,reversed,2024-10-06T18:43:09,2024-10-07T09:52:09
170,127,Google,77529,USD,2024-06-30T09:50:55,food,reversed,2024-06-30T09:50:55,2024-07-01T06:44:55
171,127,Apple,43656,USD,2024-03-04T04:49:56,travel,reversed,2024-03-04T04:49:56,2024-03-05T04:41:56
172,127,Apple,94243,USD,2024-03-19T00:37:49,streaming,reversed,2024-03-19T00:37:49,2024-03-19T07:16:49
173,660,McDonalds,72959,USD,2025-02-07T22:31:01,retail,pending,2025-02-07T22:31:01,2025-02-08T15:30:01
174,660,Costco,37498,USD,2024-03-08T15:28:23,travel,pending,2024-03-08T15:28:23,2024-03-09T06:41:23
175,660,Exxon,61198,USD,2024-03-30T20:24:22,rideshare,pending,2024-03-30T20:24:22,2024-03-31T03:37:22
176,660,Exxon,96730,USD,2024-05-12T09:06:05,grocery,pending,2024-05-12T09:06:05,2024-05-12T23:56:05
177,660,Airbnb,19002,USD,2024-01-23T16:44:00,fuel,posted,2024-01-23T16:44:00,2024-01-24T02:18:00
178,660,Uber,92263,USD,2024-06-20T04:06:25,travel,reversed,2024-06-20T04:06:25,2024-06-20T08:18:25
179,660,Airbnb,15793,USD,2025-05-31T21:22:43,travel,pending,2025-05-31T21:22:43,2025-06-01T20:58:43
180,660,Airbnb,27334,USD,2024-09-15T11:51:44,grocery,reversed,2024-09-15T11:51:44,2024-09-15T23:33:44
181,660,Home Depot,92036,USD,2024-10-19T19:58:54,food,reversed,2024-10-19T19:58:54,2024-10-20T17:53:54
182,660,McDonalds,55273,USD,2025-03-12T10:34:26,rideshare,pending,2025-03-12T10:34:26,2025-03-12T19:24:26
183,660,Walmart,36138,USD,2024-03-30T20:37:02,grocery,pending,2024-03-30T20:37:02,2024-03-31T08:13:02
184,660,Home Depot,22662,USD,2025-04-04T23:25:01,grocery,reversed,2025-04-04T23:25:01,2025-04-05T11:58:01
185,660,Apple,39074,USD,2024-04-08T23:14:01,retail,posted,2024-04-08T23:14:01,2024-04-09T01:20:01
186,660,Target,68202,USD,2025-04-03T07:30:41,food,posted,2025-04-03T07:30:41,2025-04-03T18:24:41
187,573,Netflix,14555,USD,2025-06-11T15:06:36,rideshare,pending,2025-06-11T15:06:36,2025-06-12T04:35:36
188,573,Costco,68555,USD,2024-01-08T03:17:11,travel,posted,2024-01-08T03:17:11,2024-01-08T08:13:11
189,573,Google,26692,USD,2024-08-18T13:11:31,travel,pending,2024-08-18T13:11:31,2024-08-19T09:42:31
190,573,Home Depot,17119,USD,2024-08-08T02:49:30,retail,reversed,2024-08-08T02:49:30,2024-08-08T13:44:30
191,573,Home Depot,63847,USD,2024-08-27T22:09:12,grocery,posted,2024-08-27T22:09:12,2024-08-28T17:44:12
192,573,Costco,80716,USD,2025-01-06T11:50:11,rideshare,posted,2025-01-06T11:50:11,2025-01-06T21:46:11
193,573,Amazon,47375,USD,2025-06-30T22:07:47,fuel,pending,2025-06-30T22:07:47,2025-07-01T05:18:47
194,573,Home Depot,89803,USD,2024-06-23T19:38:28,retail,pending,2024-06-23T19:38:28,2024-06-24T12:16:28
195,573,Costco,37203,USD,2024-10-31T07:49:40,coffee,pending,2024-10-31T07:49:40,2024-11-01T02:31:40
196,573,Apple,42225,USD,2024-10-31T16:43:59,travel,posted,2024-10-31T16:43:59,2024-11-01T06:04:59
197,573,Netflix,7414,USD,2024-10-30T17:56:40,streaming,posted,2024-10-30T17:56:40,2024-10-31T17:42:40
198,573,Costco,89895,USD,2024-05-31T12:46:54,food,pending,2024-05-31T12:46:54,2024-05-31T17:14:54
199,573,McDonalds,96601,USD,2024-09-08T04:57:33,retail,reversed,2024-09-08T04:57:33,2024-09-08T15:19:33
200,573,Starbucks,83804,USD,2024-12-21T09:01:26,coffee,posted,2024-12-21T09:01:26,2024-12-22T08:46:26
201,573,Airbnb,36152,USD,2025-01-09T17:21:55,coffee,pending,2025-01-09T17:21:55,2025-01-10T00:47:55
202,573,Exxon,94379,USD,2024-05-31T23:16:29,retail,posted,2024-05-31T23:16:29,2024-06-01T18:54:29
203,573,McDonalds,86908,USD,2024-03-20T04:26:43,coffee,posted,2024-03-20T04:26:43,2024-03-20T19:00:43
204,573,Airbnb,20049,USD,2025-06-11T17:46:39,retail,pending,2025-06-11T17:46:39,2025-06-12T05:54:39
205,573,Amazon,21544,USD,2025-01-03T01:41:03,grocery,reversed,2025-01-03T01:41:03,2025-01-03T23:52:03
206,573,Apple,75777,USD,2024-09-19T21:49:58,coffee,reversed,2024-09-19T21:49:58,2024-09-20T11:36:58
207,573,Walmart,2455,USD,2024-07-09T07:08:59,rideshare,posted,2024-07-09T07:08:59,2024-07-09T23:48:59
208,573,Shell,88175,USD,2024-08-23T02:32:35,coffee,reversed,2024-08-23T02:32:35,2024-08-23T15:20:35
209,573,Exxon,85914,USD,2025-06-21T07:59:26,grocery,posted,2025-06-21T07:59:26,2025-06-22T06:10:26
210,573,Exxon,34073,USD,2024-10-23T18:52:38,travel,posted,2024-10-23T18:52:38,2024-10-23T19:15:38
211,573,Walmart,13286,USD,2024-04-03T04:58:09,grocery,posted,2024-04-03T04:58:09,2024-04-04T02:51:09
212,573,Target,64813,USD,2025-06-03T11:11:25,retail,reversed,2025-06-03T11:11:25,2025-06-04T06:44:25
213,573,Uber,60848,USD,2025-03-20T18:36:26,grocery,reversed,2025-03-20T18:36:26,2025-03-21T00:46:26
214,573,Exxon,61463,USD,2024-10-25T05:31:51,food,posted,2024-10-25T05:31:51,2024-10-26T01:01:51
215,88,Walmart,40628,USD,2024-03-18T05:43:09,coffee,posted,2024-03-18T05:43:09,2024-03-19T05:38:09
216,88,Netflix,49615,USD,2024-01-16T08:05:57,travel,pending,2024-01-16T08:05:57,2024-01-17T01:47:57
217,88,Home Depot,68645,USD,2025-03-30T03:59:58,grocery,pending,2025-03-30T03:59:58,2025-03-31T02:27:58
218,88,Costco,21680,USD,2024-04-01T03:06:59,coffee,pending,2024-04-01T03:06:59,2024-04-01T22:02:59
219,88,Walmart,39195,USD,2024-12-13T09:01:30,retail,pending,2024-12-13T09:01:30,2024-12-14T04:38:30
220,88,Starbucks,83542,USD,2024-06-09T04:24:14,grocery,reversed,2024-06-09T04:24:14,2024-06-09T13:09:14
221,88,Walmart,9090,USD,2024-01-28T04:32:44,streaming,posted,2024-01-28T04:32:44,2024-01-28T23:06:44
222,88,Exxon,53450,USD,2024-05-13T06:54:55,retail,pending,2024-05-13T06:54:55,2024-05-13T17:09:55
223,88,Airbnb,66084,USD,2024-02-05T20:36:05,streaming,reversed,2024-02-05T20:36:05,2024-02-06T14:49:05
224,88,Shell,16331,USD,2024-12-11T13:54:55,travel,reversed,2024-12-11T13:54:55,2024-12-12T00:34:55
225,88,Shell,44152,USD,2025-02-09T23:12:18,rideshare,reversed,2025-02-09T23:12:18,2025-02-10T02:34:18
226,88,Target,3863,USD,2025-05-29T16:04:33,retail,pending,2025-05-29T16:04:33,2025-05-29T20:54:33
227,88,Starbucks,26208,USD,2024-08-20T18:59:05,rideshare,reversed,2024-08-20T18:59:05,2024-08-21T07:14:05
228,198,Shell,93565,USD,2024-04-09T19:15:59,food,pending,2024-04-09T19:15:59,2024-04-10T14:01:59
229,198,Apple,32167,USD,2024-07-17T00:56:10,coffee,posted,2024-07-17T00:56:10,2024-07-17T16:30:10
